0,random,0,False,1,96,-75.69672131147541,109
1,random,0,False,3,144,17.459016393442624,12,213,94.41616766467061,21,144,4.3689320388349415,133
2,random,0,False,1,96,-75.69672131147541,110
3,random,0,False,1,96,-75.69672131147541,111
4,random,0,False,2,144,17.459016393442624,13,144,35.02994011976047,100
5,random,0,False,1,96,-75.69672131147541,112
6,random,0,False,1,96,-75.69672131147541,113
7,random,0,False,3,246,39.672131147540995,0,258,119.05688622754482,11,231,5.436893203883486,18
8,random,0,False,2,144,17.459016393442624,14,144,35.02994011976047,45
9,random,0,False,1,96,-75.69672131147541,114
10,random,0,False,1,96,-75.69672131147541,115
11,random,0,False,2,144,17.459016393442624,15,144,35.02994011976047,119
12,random,0,False,1,96,-75.69672131147541,116
13,random,0,False,2,144,17.459016393442624,16,144,35.02994011976047,56
14,random,0,False,2,144,17.459016393442624,17,144,35.02994011976047,63
15,random,0,False,1,96,-75.69672131147541,117
16,random,0,False,2,144,17.459016393442624,18,144,35.02994011976047,101
17,random,0,False,2,144,17.459016393442624,19,144,35.02994011976047,126
18,random,0,False,2,144,17.459016393442624,20,144,35.02994011976047,97
19,random,0,False,2,144,17.459016393442624,21,144,35.02994011976047,49
20,random,0,False,1,96,-75.69672131147541,118
21,random,0,False,2,144,17.459016393442624,22,144,35.02994011976047,46
22,random,0,False,2,144,17.459016393442624,23,144,35.02994011976047,109
23,random,0,False,2,144,17.459016393442624,24,144,35.02994011976047,57
24,random,0,False,1,96,-75.69672131147541,119
25,random,0,False,1,213,-19.262295081967228,2
26,random,0,False,1,96,-75.69672131147541,120
27,random,0,False,1,96,-75.69672131147541,121
28,random,0,False,1,96,-75.69672131147541,122
29,random,0,False,2,144,17.459016393442624,25,144,35.02994011976047,70
30,random,0,False,1,96,-75.69672131147541,123
31,random,0,False,1,96,-75.69672131147541,124
32,random,0,False,2,144,17.459016393442624,26,144,35.02994011976047,98
33,random,0,False,1,96,-75.69672131147541,125
34,random,0,False,2,144,17.459016393442624,27,144,35.02994011976047,103
35,random,0,False,2,144,17.459016393442624,28,144,35.02994011976047,67
36,random,0,False,2,144,17.459016393442624,29,144,35.02994011976047,125
37,random,0,False,2,144,17.459016393442624,30,144,35.02994011976047,90
38,random,0,False,1,96,-75.69672131147541,126
39,random,0,False,1,96,-75.69672131147541,127
40,random,0,False,1,210,-42.58196721311476,8
41,random,0,False,1,96,-75.69672131147541,128
42,random,0,False,2,144,17.459016393442624,31,144,35.02994011976047,117
43,random,0,False,2,144,17.459016393442624,32,144,35.02994011976047,114
44,random,0,False,2,144,17.459016393442624,33,144,35.02994011976047,115
45,random,0,False,1,96,-75.69672131147541,129
46,random,0,False,2,144,17.459016393442624,34,144,35.02994011976047,106
47,random,0,False,1,96,-75.69672131147541,130
48,random,0,False,2,144,17.459016393442624,35,144,35.02994011976047,92
49,random,0,False,2,144,17.459016393442624,36,144,35.02994011976047,86
50,random,0,False,4,210,98.38114754098359,4,639,714.9153783545685,3,210,91.82038834951459,42,213,134.66887417218535,168
51,random,0,False,1,96,-75.69672131147541,131
52,random,0,False,2,144,17.459016393442624,37,144,35.02994011976047,65
53,random,0,False,2,144,17.459016393442624,38,144,35.02994011976047,44
54,random,0,False,2,144,17.459016393442624,39,144,35.02994011976047,118
55,random,0,False,1,96,-75.69672131147541,132
56,random,0,False,1,96,-75.69672131147541,133
57,random,0,False,3,210,99.7950819672131,3,204,120.0,35,204,80.87378640776703,106
58,random,0,False,1,96,-75.69672131147541,134
59,random,0,False,1,96,-75.69672131147541,135
60,random,0,False,1,96,-75.69672131147541,136
61,random,0,False,2,144,17.459016393442624,40,144,35.02994011976047,74
62,random,0,False,2,144,17.459016393442624,41,144,35.02994011976047,127
63,random,0,False,2,144,17.459016393442624,42,144,35.02994011976047,128
64,random,0,False,3,210,65.30737704918032,6,204,89.41616766467061,39,204,43.68932038834957,109
65,random,0,False,1,96,-75.69672131147541,137
66,random,0,False,2,144,17.459016393442624,43,144,35.02994011976047,53
67,random,0,False,1,144,17.459016393442624,44
68,random,0,False,1,144,17.459016393442624,45
69,random,0,False,1,96,-75.69672131147541,138
70,random,0,False,1,144,17.459016393442624,46
71,random,0,False,1,144,17.459016393442624,47
72,random,0,False,1,96,-75.69672131147541,139
73,random,0,False,1,144,17.459016393442624,48
74,random,0,False,1,144,17.459016393442624,49
75,random,0,False,1,144,17.459016393442624,50
76,random,0,False,1,96,-75.69672131147541,140
77,random,0,False,1,96,-75.69672131147541,141
78,random,0,False,1,96,-75.69672131147541,142
79,random,0,False,1,144,17.459016393442624,51
80,random,0,False,1,144,17.459016393442624,52
81,random,0,False,1,96,-75.69672131147541,143
82,random,0,False,1,96,-75.69672131147541,144
83,random,0,False,1,96,-75.69672131147541,145
84,random,0,False,1,96,-75.69672131147541,146
85,random,0,False,1,144,17.459016393442624,53
86,random,0,False,1,96,-75.69672131147541,147
87,random,0,False,1,144,17.459016393442624,54
88,random,0,False,1,96,-75.69672131147541,148
89,random,0,False,1,96,-75.69672131147541,149
90,random,0,False,1,96,-75.69672131147541,150
91,random,0,False,1,96,-75.69672131147541,151
92,random,0,False,1,144,17.459016393442624,55
93,random,0,False,1,96,-75.69672131147541,152
94,random,0,False,1,144,17.459016393442624,56
95,random,0,False,1,96,-75.69672131147541,153
96,random,0,False,1,144,17.459016393442624,57
97,random,0,False,1,96,-75.69672131147541,154
98,random,0,False,1,96,-75.69672131147541,155
99,random,0,False,1,96,-75.69672131147541,156
100,random,0,False,1,144,17.459016393442624,58
101,random,0,False,1,96,-75.69672131147541,157
102,random,0,False,1,96,-75.69672131147541,158
103,random,0,False,1,144,17.459016393442624,59
104,random,0,False,1,96,-75.69672131147541,159
105,random,0,False,1,144,17.459016393442624,60
106,random,0,False,1,144,17.459016393442624,61
107,random,0,False,1,144,17.459016393442624,62
108,random,0,False,1,144,17.459016393442624,63
109,random,0,False,1,96,-75.69672131147541,160
110,random,0,False,1,96,-75.69672131147541,161
111,random,0,False,1,144,17.459016393442624,64
112,random,0,False,1,96,-75.69672131147541,162
113,random,0,False,1,96,-75.69672131147541,163
114,random,0,False,1,96,-75.69672131147541,164
115,random,0,False,1,144,17.459016393442624,65
116,random,0,False,1,144,17.459016393442624,66
117,random,0,False,1,96,-75.69672131147541,165
118,random,0,False,1,144,17.459016393442624,67
119,random,0,False,1,96,-75.69672131147541,166
120,random,0,False,1,132,-62.47950819672131,108
121,random,0,False,1,144,17.459016393442624,68
122,random,0,False,1,144,17.459016393442624,69
123,random,0,False,1,96,-75.69672131147541,167
124,random,0,False,1,96,-75.69672131147541,168
125,random,0,False,1,96,-75.69672131147541,169
126,random,0,False,1,144,17.459016393442624,70
127,random,0,False,1,96,-75.69672131147541,170
128,random,0,False,1,144,17.459016393442624,71
129,random,0,False,1,96,-75.69672131147541,171
130,random,0,False,1,96,-75.69672131147541,172
131,random,0,False,3,228,85.34836065573771,1,207,89.8203592814371,26,204,34.95145631067959,110
132,random,0,False,1,144,17.459016393442624,72
133,random,0,False,1,96,-75.69672131147541,173
134,random,0,False,1,96,-75.69672131147541,174
135,random,0,False,1,204,-90.69672131147541,10
136,random,0,False,1,144,17.459016393442624,73
137,random,0,False,1,144,17.459016393442624,74
138,random,0,False,1,144,17.459016393442624,75
139,random,0,False,1,96,-75.69672131147541,175
140,random,0,False,1,144,17.459016393442624,76
141,random,0,False,1,144,17.459016393442624,77
142,random,0,False,1,96,-75.69672131147541,176
143,random,0,False,1,96,-75.69672131147541,177
144,random,0,False,1,144,17.459016393442624,78
145,random,0,False,1,144,17.459016393442624,79
146,random,0,False,1,144,17.459016393442624,80
147,random,0,False,1,96,-75.69672131147541,178
148,random,0,False,1,144,17.459016393442624,81
149,random,0,False,1,96,-75.69672131147541,179
150,random,0,False,1,144,17.459016393442624,82
151,random,0,False,1,96,-75.69672131147541,180
152,random,0,False,1,96,-75.69672131147541,181
